-3.584293127059936523e-01 3.732061982154846191e-01 -5.752891302108764648e-01 3.982102870941162109e+00 -7.567168474197387695e-01 1.945606827735900879e+00 -5.601718425750732422e-01 2.413457036018371582e-01 -7.364107370376586914e-01 -1.074979543685913086e+00 7.439155131578445435e-02 3.453823029994964600e-01 -8.336540460586547852e-01
-3.767405450344085693e-01 4.167653918266296387e-01 -7.685465812683105469e-01 -2.511236071586608887e-01 -9.765850901603698730e-01 2.781628072261810303e-01 -1.644439220428466797e+00 1.393484830856323242e+00 -6.179155707359313965e-01 -9.545679688453674316e-01 -7.705692052841186523e-01 4.152118265628814697e-01 -1.013900518417358398e+00
-3.750778734683990479e-01 -4.979774355888366699e-01 -1.234121322631835938e+00 -2.511236071586608887e-01 -5.456433892250061035e-01 -2.404405474662780762e-01 -1.928630620241165161e-01 -5.909692049026489258e-01 -7.364107370376586914e-01 -1.255596995353698730e+00 -3.011465668678283691e-01 4.152118265628814697e-01 -4.357250928878784180e-01
1.713089048862457275e-01 -4.979774355888366699e-01 1.055686593055725098e+00 -2.511236071586608887e-01 1.433170676231384277e+00 -2.423805370926856995e-02 8.525543212890625000e-01 -6.990675330162048340e-01 1.751988172531127930e+00 1.592137217521667480e+00 8.254677653312683105e-01 2.806789278984069824e-01 6.485272645950317383e-01
1.344784379005432129e+00 -4.979774355888366699e-01 1.055686593055725098e+00 -2.511236071586608887e-01 1.063791990280151367e+00 3.262078166007995605e-01 1.110376834869384766e+00 -1.098612546920776367e+00 1.751988172531127930e+00 1.592137217521667480e+00 8.254677653312683105e-01 4.152118265628814697e-01 1.176788330078125000e+00
-3.731453120708465576e-01 1.462185740470886230e+00 -1.090642333030700684e+00 -2.511236071586608887e-01 -9.941745400428771973e-01 1.220692634582519531e+00 -1.460784792900085449e+00 1.235878705978393555e+00 -4.994203746318817139e-01 -2.137815952301025391e-02 -1.521645426750183105e+00 3.421927094459533691e-01 -1.348049998283386230e+00
2.410576045513153076e-01 -4.979774355888366699e-01 1.055686593055725098e+00 -2.511236071586608887e-01 -1.586752980947494507e-01 1.055361270904541016e+00 3.298456370830535889e-01 -2.085071951150894165e-01 1.751988172531127930e+00 1.592137217521667480e+00 8.254677653312683105e-01 3.967576920986175537e-01 -7.740340232849121094e-01
-3.673825263977050781e-01 -4.979774355888366699e-01 -3.410376906394958496e-01 -2.511236071586608887e-01 -2.642120420932769775e-01 -2.079395204782485962e-01 7.889816164970397949e-01 -6.742195487022399902e-01 -4.994203746318817139e-01 -1.056662723422050476e-01 1.154063582420349121e+00 3.672538697719573975e-01 -3.640964627265930176e-02
-3.581572771072387695e-01 -4.979774355888366699e-01 -1.755975931882858276e-01 -2.511236071586608887e-01 3.074453473091125488e-01 -4.057718515396118164e-01 4.252046346664428711e-01 -6.378886699676513672e-01 -3.809252083301544189e-01 -6.352221965789794922e-02 3.560451269149780273e-01 4.152118265628814697e-01 2.408927381038665771e-01
2.385570555925369263e-01 -4.979774355888366699e-01 1.055686593055725098e+00 -2.511236071586608887e-01 -1.586752980947494507e-01 6.158908605575561523e-01 2.556774914264678955e-01 -2.456380575895309448e-01 1.751988172531127930e+00 1.592137217521667480e+00 8.254677653312683105e-01 3.715825974941253662e-01 -6.728186607360839844e-01
