1.000000000000000000e+00 2.625202536582946777e-01
4.098403751850128174e-01 0.000000000000000000e+00
6.381539106369018555e-01 0.000000000000000000e+00
1.000000000000000000e+00 8.931303024291992188e-01
6.732500791549682617e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.242570728063583374e-01
1.330143511295318604e-01 1.000000000000000000e+00
8.309348821640014648e-01 1.000000000000000000e+00
0.000000000000000000e+00 2.965358495712280273e-01
0.000000000000000000e+00 6.309182643890380859e-01
1.000000000000000000e+00 5.171380639076232910e-01
6.452658772468566895e-01 5.000000000000000000e-01
8.954042792320251465e-01 1.000000000000000000e+00
8.924778699874877930e-01 5.000000000000000000e-01
7.825845479965209961e-01 1.000000000000000000e+00
6.241168975830078125e-01 1.000000000000000000e+00
7.906310558319091797e-01 1.000000000000000000e+00
0.000000000000000000e+00 6.367595195770263672e-01
2.820288538932800293e-01 0.000000000000000000e+00
4.958319067955017090e-01 1.000000000000000000e+00
9.710004329681396484e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.416057586669921875e-02
5.021764039993286133e-01 5.000000000000000000e-01
7.088178396224975586e-01 0.000000000000000000e+00
9.723938703536987305e-01 5.000000000000000000e-01
1.000000000000000000e+00 9.742149114608764648e-01
0.000000000000000000e+00 7.690080404281616211e-01
5.781334638595581055e-01 5.000000000000000000e-01
6.354068517684936523e-01 0.000000000000000000e+00
9.348295331001281738e-01 0.000000000000000000e+00
8.409431576728820801e-01 0.000000000000000000e+00
1.000000000000000000e+00 8.563324213027954102e-01
1.000000000000000000e+00 5.752531439065933228e-02
1.000000000000000000e+00 6.092235445976257324e-01
6.259540319442749023e-01 5.000000000000000000e-01
1.000000000000000000e+00 3.374762535095214844e-01
6.858253479003906250e-01 1.000000000000000000e+00
0.000000000000000000e+00 7.605134844779968262e-01
7.598112821578979492e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.460916996002197266e-01
0.000000000000000000e+00 8.087021708488464355e-01
7.183136940002441406e-01 5.000000000000000000e-01
0.000000000000000000e+00 4.031363129615783691e-01
6.083896160125732422e-01 1.000000000000000000e+00
8.025153875350952148e-01 0.000000000000000000e+00
9.451780915260314941e-01 5.000000000000000000e-01
9.255042076110839844e-01 5.000000000000000000e-01
1.000000000000000000e+00 1.626660525798797607e-01
1.000000000000000000e+00 9.183217287063598633e-01
6.799468994140625000e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.054762914776802063e-03
7.669648528099060059e-01 0.000000000000000000e+00
6.368545889854431152e-01 0.000000000000000000e+00
7.483845949172973633e-01 1.000000000000000000e+00
8.470354676246643066e-01 0.000000000000000000e+00
6.395125985145568848e-01 5.000000000000000000e-01
0.000000000000000000e+00 7.950214743614196777e-01
4.152655899524688721e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.463128805160522461e-01
5.393894389271736145e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.508203297853469849e-01
4.706926643848419189e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.020872116088867188e-01
1.000000000000000000e+00 8.062621951103210449e-01
1.000000000000000000e+00 7.598357796669006348e-01
8.642410039901733398e-01 5.000000000000000000e-01
0.000000000000000000e+00 3.626816570758819580e-01
5.943638086318969727e-01 5.000000000000000000e-01
5.878004431724548340e-01 5.000000000000000000e-01
7.890166044235229492e-01 0.000000000000000000e+00
6.786489486694335938e-01 5.000000000000000000e-01
0.000000000000000000e+00 3.550126850605010986e-01
7.228404283523559570e-01 5.000000000000000000e-01
6.154541373252868652e-01 1.000000000000000000e+00
0.000000000000000000e+00 8.185734152793884277e-01
5.001098513603210449e-01 5.000000000000000000e-01
5.872064828872680664e-01 5.000000000000000000e-01
8.104045987129211426e-01 5.000000000000000000e-01
0.000000000000000000e+00 2.603701353073120117e-01
1.000000000000000000e+00 7.867051959037780762e-01
1.000000000000000000e+00 9.976917505264282227e-01
9.258771538734436035e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.959231376647949219e-01
3.101466596126556396e-01 0.000000000000000000e+00
9.002003669738769531e-01 1.000000000000000000e+00
8.127927780151367188e-01 0.000000000000000000e+00
1.029198095202445984e-01 0.000000000000000000e+00
6.489905118942260742e-01 5.000000000000000000e-01
