7.339609861373901367e-01 1.116856217384338379e+00 7.267954349517822266e-01 1.236859560012817383e+00 6.151998639106750488e-01 8.418456912040710449e-01 4.818365275859832764e-01 1.406927466392517090e+00 2.037441730499267578e+00 1.796273469924926758e+00
1.022173762321472168e+00 1.230065822601318359e+00 7.021136879920959473e-01 1.233431696891784668e+00 7.916043996810913086e-01 6.931583285331726074e-01 6.692381501197814941e-01 1.437848806381225586e+00 1.686907529830932617e+00 1.372167348861694336e+00
9.235717654228210449e-01 1.462573409080505371e+00 9.236549735069274902e-01 1.571020483970642090e+00 7.949078679084777832e-01 9.106600880622863770e-01 6.621444225311279297e-01 1.839426159858703613e+00 2.134814262390136719e+00 1.977050781250000000e+00
6.938278675079345703e-01 1.144033193588256836e+00 6.707565784454345703e-01 1.208385586738586426e+00 8.262979984283447266e-01 7.625954747200012207e-01 9.408064484596252441e-01 1.944724202156066895e+00 2.267222166061401367e+00 2.186387062072753906e+00
9.502027034759521484e-01 1.285005807876586914e+00 6.393117308616638184e-01 1.233662366867065430e+00 7.075761556625366211e-01 6.887283325195312500e-01 7.255749702453613281e-01 1.875774025917053223e+00 1.874404549598693848e+00 1.781431913375854492e+00
7.673521041870117188e-01 1.430871725082397461e+00 8.106592297554016113e-01 1.543535709381103516e+00 1.136697411537170410e+00 9.303761720657348633e-01 9.151058793067932129e-01 2.075254678726196289e+00 2.406421184539794922e+00 2.297361850738525391e+00
8.073756098747253418e-01 1.322613716125488281e+00 7.824946045875549316e-01 1.381198406219482422e+00 7.380458712577819824e-01 8.250415921211242676e-01 7.796707153320312500e-01 1.982345342636108398e+00 2.190776348114013672e+00 2.045008659362792969e+00
7.608824372291564941e-01 1.076404333114624023e+00 7.423839569091796875e-01 1.144387006759643555e+00 7.207357287406921387e-01 7.335128784179687500e-01 6.491401791572570801e-01 1.612239360809326172e+00 1.812061905860900879e+00 1.515525102615356445e+00
1.254782915115356445e+00 1.792261958122253418e+00 1.279754996299743652e+00 2.055059909820556641e+00 1.004097819328308105e+00 1.263574004173278809e+00 7.830292582511901855e-01 2.167962551116943359e+00 3.121427774429321289e+00 2.861537933349609375e+00
9.539282917976379395e-01 1.559357762336730957e+00 1.071243166923522949e+00 1.756978034973144531e+00 1.132613420486450195e+00 1.090603113174438477e+00 9.160839915275573730e-01 2.073320150375366211e+00 2.359271287918090820e+00 2.003605604171752930e+00
6.814308166503906250e-01 1.267731189727783203e+00 8.441950082778930664e-01 1.354045867919921875e+00 7.510443925857543945e-01 8.246961832046508789e-01 6.318645477294921875e-01 1.747410058975219727e+00 2.118115663528442383e+00 1.769996166229248047e+00
7.994117736816406250e-01 1.157166004180908203e+00 7.774184346199035645e-01 1.350539326667785645e+00 7.881537675857543945e-01 9.500669240951538086e-01 7.946739792823791504e-01 2.243997812271118164e+00 2.509561538696289062e+00 2.373307704925537109e+00
7.103507518768310547e-01 1.094530105590820312e+00 6.362543702125549316e-01 1.159260630607604980e+00 7.122012972831726074e-01 6.884294748306274414e-01 5.775289535522460938e-01 1.541623711585998535e+00 1.896243333816528320e+00 1.709224462509155273e+00
8.405352234840393066e-01 1.274583458900451660e+00 7.457665801048278809e-01 1.313876390457153320e+00 1.128822684288024902e+00 7.108287811279296875e-01 1.136124491691589355e+00 2.029738187789916992e+00 2.309252023696899414e+00 2.128870487213134766e+00
9.531393051147460938e-01 1.285731196403503418e+00 7.232360243797302246e-01 1.376717329025268555e+00 1.083851337432861328e+00 8.061285614967346191e-01 7.977451086044311523e-01 2.180057048797607422e+00 2.472563743591308594e+00 2.252806901931762695e+00
7.076190114021301270e-01 1.251321554183959961e+00 6.981110572814941406e-01 1.446210861206054688e+00 6.890008449554443359e-01 8.678884506225585938e-01 6.580684185028076172e-01 2.121025085449218750e+00 2.367209672927856445e+00 2.205676317214965820e+00
7.795487046241760254e-01 1.180297255516052246e+00 7.517540454864501953e-01 1.269550561904907227e+00 1.042047262191772461e+00 7.941151857376098633e-01 7.715963125228881836e-01 1.810684323310852051e+00 2.094117164611816406e+00 1.917789578437805176e+00
7.435365915298461914e-01 1.343172669410705566e+00 7.521763443946838379e-01 1.325937509536743164e+00 8.576422929763793945e-01 7.528932094573974609e-01 9.273225069046020508e-01 2.123807907104492188e+00 2.414527654647827148e+00 2.302242040634155273e+00
8.034895658493041992e-01 1.313386797904968262e+00 7.433481812477111816e-01 1.426010608673095703e+00 7.687060236930847168e-01 9.115432500839233398e-01 7.310874462127685547e-01 1.942393064498901367e+00 2.307899951934814453e+00 2.143541574478149414e+00
9.408663511276245117e-01 1.382544755935668945e+00 8.226261138916015625e-01 1.441699743270874023e+00 7.274398207664489746e-01 8.281961679458618164e-01 7.872786521911621094e-01 1.594330072402954102e+00 1.932819604873657227e+00 1.617078304290771484e+00
8.672642111778259277e-01 1.402621746063232422e+00 8.085823059082031250e-01 1.332675337791442871e+00 8.846906423568725586e-01 7.025746703147888184e-01 7.519785165786743164e-01 1.499113321304321289e+00 1.793617248535156250e+00 1.624063849449157715e+00
1.032971978187561035e+00 1.513226151466369629e+00 8.935008645057678223e-01 1.553055286407470703e+00 1.043479084968566895e+00 9.440779089927673340e-01 7.837724685668945312e-01 1.868527173995971680e+00 2.099174737930297852e+00 1.814777612686157227e+00
7.013221383094787598e-01 1.512612581253051758e+00 8.471506834030151367e-01 1.639934659004211426e+00 9.273820519447326660e-01 7.987877130508422852e-01 8.592963218688964844e-01 2.192111968994140625e+00 2.672304630279541016e+00 2.421441555023193359e+00
1.040880799293518066e+00 1.625544667243957520e+00 1.282223820686340332e+00 1.910683870315551758e+00 7.465474009513854980e-01 1.386348366737365723e+00 6.455758213996887207e-01 1.974297285079956055e+00 2.443559408187866211e+00 1.987563252449035645e+00
6.219499111175537109e-01 1.278124690055847168e+00 7.414693832397460938e-01 1.245755672454833984e+00 6.042969822883605957e-01 7.043514251708984375e-01 5.778544545173645020e-01 1.525639176368713379e+00 1.890098214149475098e+00 1.744897127151489258e+00
8.058462142944335938e-01 1.462870955467224121e+00 9.716273546218872070e-01 1.729451417922973633e+00 1.032673597335815430e+00 1.117432832717895508e+00 8.176572322845458984e-01 2.286328077316284180e+00 2.779355287551879883e+00 2.643191814422607422e+00
1.050340294837951660e+00 1.458644509315490723e+00 8.897379040718078613e-01 1.518973469734191895e+00 1.065438985824584961e+00 9.739042520523071289e-01 9.130621552467346191e-01 1.805005431175231934e+00 2.030028581619262695e+00 1.867633700370788574e+00
1.073860168457031250e+00 1.773394942283630371e+00 9.593372941017150879e-01 1.670301079750061035e+00 1.297890901565551758e+00 8.902631998062133789e-01 1.300165534019470215e+00 2.533408164978027344e+00 2.655021905899047852e+00 2.605237007141113281e+00
9.220640063285827637e-01 1.455250382423400879e+00 8.912397027015686035e-01 1.562189102172851562e+00 7.736741900444030762e-01 9.521856307983398438e-01 6.585433483123779297e-01 1.548890590667724609e+00 1.916102170944213867e+00 1.604279041290283203e+00
8.664640784263610840e-01 1.238600134849548340e+00 7.589234709739685059e-01 1.286093354225158691e+00 9.918755292892456055e-01 8.215574622154235840e-01 6.705955266952514648e-01 1.866199016571044922e+00 2.209126710891723633e+00 2.219817161560058594e+00
1.056978106498718262e+00 1.612164616584777832e+00 9.388424158096313477e-01 1.571613430976867676e+00 1.037873983383178711e+00 9.040367603302001953e-01 9.009847044944763184e-01 2.046984195709228516e+00 2.219215631484985352e+00 2.007422924041748047e+00
7.167984247207641602e-01 1.455637454986572266e+00 9.467259645462036133e-01 1.582214713096618652e+00 1.005829930305480957e+00 1.039929747581481934e+00 7.783043384552001953e-01 1.888725757598876953e+00 2.218330860137939453e+00 2.110815286636352539e+00
8.059542775154113770e-01 1.190907597541809082e+00 6.465884447097778320e-01 1.154910802841186523e+00 8.190267682075500488e-01 6.571055054664611816e-01 7.585645914077758789e-01 1.665268659591674805e+00 1.960789084434509277e+00 1.819979548454284668e+00
9.830762743949890137e-01 1.302755475044250488e+00 8.000108003616333008e-01 1.410216450691223145e+00 7.654101848602294922e-01 9.656184315681457520e-01 5.243584513664245605e-01 1.594344139099121094e+00 2.082860708236694336e+00 1.795956850051879883e+00
1.033900022506713867e+00 9.868028759956359863e-01 5.895054936408996582e-01 9.046598672866821289e-01 8.138830065727233887e-01 6.045572757720947266e-01 7.120360136032104492e-01 1.856308102607727051e+00 1.882030248641967773e+00 1.951961994171142578e+00
8.974565267562866211e-01 1.711934685707092285e+00 1.239531278610229492e+00 2.061101198196411133e+00 9.538460969924926758e-01 1.398234128952026367e+00 8.249602317810058594e-01 2.498470306396484375e+00 2.803354740142822266e+00 2.583465576171875000e+00
6.936587095260620117e-01 1.231068968772888184e+00 6.234667897224426270e-01 1.216647267341613770e+00 8.904131650924682617e-01 5.959148406982421875e-01 7.398660182952880859e-01 1.727256536483764648e+00 1.942832231521606445e+00 1.747245430946350098e+00
8.617963790893554688e-01 1.065464496612548828e+00 6.170747280120849609e-01 1.177103757858276367e+00 1.065802931785583496e+00 7.663323283195495605e-01 8.765457272529602051e-01 1.810954093933105469e+00 2.119603633880615234e+00 1.974247455596923828e+00
8.854155540466308594e-01 1.509790897369384766e+00 8.059434294700622559e-01 1.413974404335021973e+00 9.715996980667114258e-01 7.804938554763793945e-01 8.499402999877929688e-01 1.864370107650756836e+00 1.926039814949035645e+00 1.875408887863159180e+00
6.575433015823364258e-01 1.200779676437377930e+00 7.193683981895446777e-01 1.236285686492919922e+00 7.047294378280639648e-01 7.483193278312683105e-01 5.630949735641479492e-01 1.462224364280700684e+00 1.781605482101440430e+00 1.572162747383117676e+00
9.129778146743774414e-01 1.323353528976440430e+00 8.552044630050659180e-01 1.404706001281738281e+00 7.747883796691894531e-01 8.850868940353393555e-01 7.252117991447448730e-01 1.844996452331542969e+00 1.998941898345947266e+00 1.883406996726989746e+00
9.217524528503417969e-01 1.337838649749755859e+00 7.723610997200012207e-01 1.595462083816528320e+00 1.014034509658813477e+00 1.025549650192260742e+00 8.467088341712951660e-01 2.050711393356323242e+00 2.555197715759277344e+00 2.325567960739135742e+00
9.199330210685729980e-01 1.630852341651916504e+00 1.039430141448974609e+00 1.781591653823852539e+00 1.117400527000427246e+00 1.241659760475158691e+00 9.453877806663513184e-01 2.549125909805297852e+00 2.892314195632934570e+00 2.681980133056640625e+00
7.316542267799377441e-01 1.125245332717895508e+00 6.885201334953308105e-01 1.238123893737792969e+00 7.078253030776977539e-01 8.376461267471313477e-01 7.736219763755798340e-01 1.706572890281677246e+00 1.995740294456481934e+00 1.741445541381835938e+00
6.132536530494689941e-01 7.366572022438049316e-01 4.523440301418304443e-01 8.689951300621032715e-01 8.009660840034484863e-01 7.136601209640502930e-01 6.834555864334106445e-01 2.002286911010742188e+00 2.351891517639160156e+00 2.258152484893798828e+00
1.030667185783386230e+00 1.428930401802062988e+00 8.445501923561096191e-01 1.397242307662963867e+00 8.204805850982666016e-01 9.212900996208190918e-01 8.016827106475830078e-01 2.123404979705810547e+00 2.184366464614868164e+00 2.071396350860595703e+00
1.147395610809326172e+00 1.627442836761474609e+00 1.015783548355102539e+00 1.777036547660827637e+00 1.018412590026855469e+00 1.053600430488586426e+00 8.375718593597412109e-01 1.896502017974853516e+00 2.142849683761596680e+00 1.944038510322570801e+00
6.826844215393066406e-01 1.341658592224121094e+00 8.362342715263366699e-01 1.460732817649841309e+00 8.099582195281982422e-01 8.974497318267822266e-01 7.168666720390319824e-01 1.669742465019226074e+00 2.091974020004272461e+00 1.896826744079589844e+00
