8.581805825233459473e-01 1.000000000000000000e+00
9.797760844230651855e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.555391430854797363e-01
0.000000000000000000e+00 6.902962923049926758e-01
1.000000000000000000e+00 9.779351949691772461e-01
2.573556005954742432e-01 0.000000000000000000e+00
1.000000000000000000e+00 8.711525201797485352e-01
8.096985220909118652e-01 1.000000000000000000e+00
1.000000000000000000e+00 6.470283865928649902e-01
5.980896353721618652e-01 0.000000000000000000e+00
1.000000000000000000e+00 4.457415044307708740e-01
0.000000000000000000e+00 1.023769751191139221e-01
7.672544717788696289e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.887579202651977539e-01
5.648042559623718262e-01 0.000000000000000000e+00
8.410836458206176758e-01 1.000000000000000000e+00
0.000000000000000000e+00 9.392789602279663086e-01
1.000000000000000000e+00 8.014402985572814941e-01
1.605215072631835938e-01 0.000000000000000000e+00
7.096504569053649902e-01 1.000000000000000000e+00
1.000000000000000000e+00 5.950230956077575684e-01
0.000000000000000000e+00 1.227431148290634155e-01
0.000000000000000000e+00 9.254125356674194336e-01
8.976262211799621582e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.948670923709869385e-01
0.000000000000000000e+00 7.635428905487060547e-01
5.081501007080078125e-01 1.000000000000000000e+00
0.000000000000000000e+00 3.849656283855438232e-01
6.583981513977050781e-01 1.000000000000000000e+00
8.334403634071350098e-01 1.000000000000000000e+00
5.635769963264465332e-01 0.000000000000000000e+00
3.875803649425506592e-01 1.000000000000000000e+00
8.418022990226745605e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.417327702045440674e-01
1.000000000000000000e+00 2.703583240509033203e-01
5.615490078926086426e-01 0.000000000000000000e+00
1.000000000000000000e+00 4.790747761726379395e-01
3.841258585453033447e-01 1.000000000000000000e+00
9.402863383293151855e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.973778843879699707e-01
0.000000000000000000e+00 4.614163041114807129e-01
2.141891419887542725e-01 0.000000000000000000e+00
7.149930596351623535e-01 0.000000000000000000e+00
1.000000000000000000e+00 7.390536665916442871e-01
8.953460454940795898e-01 1.000000000000000000e+00
7.400079965591430664e-01 1.000000000000000000e+00
4.852524101734161377e-01 0.000000000000000000e+00
2.044498473405838013e-01 0.000000000000000000e+00
3.391486108303070068e-01 1.000000000000000000e+00
7.270120382308959961e-01 1.000000000000000000e+00
0.000000000000000000e+00 9.768002629280090332e-01
7.375428676605224609e-01 0.000000000000000000e+00
2.304559051990509033e-01 0.000000000000000000e+00
1.000000000000000000e+00 8.330417871475219727e-01
1.000000000000000000e+00 4.196785092353820801e-01
2.936150133609771729e-01 0.000000000000000000e+00
1.000000000000000000e+00 8.845219016075134277e-01
0.000000000000000000e+00 8.380858302116394043e-01
7.780378460884094238e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.429313659667968750e-01
0.000000000000000000e+00 7.983880639076232910e-01
1.000000000000000000e+00 1.155087947845458984e-01
1.677930951118469238e-01 1.000000000000000000e+00
3.289578109979629517e-02 0.000000000000000000e+00
7.610189318656921387e-01 1.000000000000000000e+00
0.000000000000000000e+00 2.952449917793273926e-01
1.000000000000000000e+00 7.727302908897399902e-01
1.000000000000000000e+00 6.096492409706115723e-01
1.000000000000000000e+00 5.291522145271301270e-01
0.000000000000000000e+00 3.697674572467803955e-01
5.964043140411376953e-01 1.000000000000000000e+00
6.457307338714599609e-01 1.000000000000000000e+00
0.000000000000000000e+00 4.162542819976806641e-01
0.000000000000000000e+00 2.067796587944030762e-01
1.000000000000000000e+00 1.626656800508499146e-01
3.090316653251647949e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.447079658508300781e-01
3.054693937301635742e-01 0.000000000000000000e+00
2.373202890157699585e-01 0.000000000000000000e+00
9.396918416023254395e-01 0.000000000000000000e+00
0.000000000000000000e+00 6.901680827140808105e-01
6.734188795089721680e-01 1.000000000000000000e+00
8.117087483406066895e-01 1.000000000000000000e+00
1.000000000000000000e+00 4.636625945568084717e-01
0.000000000000000000e+00 5.577953457832336426e-01
7.927113771438598633e-01 1.000000000000000000e+00
1.000000000000000000e+00 3.039114736020565033e-02
0.000000000000000000e+00 8.546706438064575195e-01
7.104545831680297852e-01 0.000000000000000000e+00
5.966323986649513245e-02 1.000000000000000000e+00
1.000000000000000000e+00 6.719616651535034180e-01
2.256045937538146973e-01 0.000000000000000000e+00
1.000000000000000000e+00 4.289585649967193604e-01
4.317263141274452209e-02 1.000000000000000000e+00
9.008347056806087494e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.356515288352966309e-01
4.650733172893524170e-01 1.000000000000000000e+00
0.000000000000000000e+00 7.084787487983703613e-01
0.000000000000000000e+00 5.770065635442733765e-02
0.000000000000000000e+00 3.207753598690032959e-01
0.000000000000000000e+00 3.492462635040283203e-02
0.000000000000000000e+00 4.495684206485748291e-01
0.000000000000000000e+00 9.397093057632446289e-01
1.000000000000000000e+00 4.667183160781860352e-01
1.000000000000000000e+00 1.419475376605987549e-01
0.000000000000000000e+00 8.331661820411682129e-01
0.000000000000000000e+00 9.835537672042846680e-01
0.000000000000000000e+00 3.148638010025024414e-01
1.000000000000000000e+00 4.984373748302459717e-01
8.677977919578552246e-01 0.000000000000000000e+00
1.000000000000000000e+00 6.625649333000183105e-02
4.961804747581481934e-01 1.000000000000000000e+00
7.501044869422912598e-01 1.000000000000000000e+00
2.426096349954605103e-01 1.000000000000000000e+00
2.710449993610382080e-01 1.000000000000000000e+00
1.231686323881149292e-01 0.000000000000000000e+00
1.707499623298645020e-01 1.000000000000000000e+00
0.000000000000000000e+00 9.709132909774780273e-01
0.000000000000000000e+00 6.180409193038940430e-01
2.138152718544006348e-01 1.000000000000000000e+00
0.000000000000000000e+00 7.905112504959106445e-01
9.190747737884521484e-01 1.000000000000000000e+00
0.000000000000000000e+00 6.352169513702392578e-01
1.000000000000000000e+00 1.307172328233718872e-02
0.000000000000000000e+00 7.122179865837097168e-01
1.000000000000000000e+00 4.588682949542999268e-01
0.000000000000000000e+00 9.832026362419128418e-01
0.000000000000000000e+00 4.378007948398590088e-01
0.000000000000000000e+00 6.732853055000305176e-01
0.000000000000000000e+00 2.967462837696075439e-01
1.000000000000000000e+00 4.727810025215148926e-01
9.659524559974670410e-01 1.000000000000000000e+00
0.000000000000000000e+00 4.234285354614257812e-01
3.929053843021392822e-01 1.000000000000000000e+00
1.000000000000000000e+00 2.643430531024932861e-01
6.056826114654541016e-01 0.000000000000000000e+00
1.000000000000000000e+00 5.196933150291442871e-01
1.000000000000000000e+00 3.129745125770568848e-01
0.000000000000000000e+00 6.435318589210510254e-01
4.029936194419860840e-01 1.000000000000000000e+00
3.775301873683929443e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.249368667602539062e-01
6.194474548101425171e-02 1.000000000000000000e+00
1.000000000000000000e+00 4.154030084609985352e-01
1.000000000000000000e+00 7.824105620384216309e-01
0.000000000000000000e+00 5.319074988365173340e-01
0.000000000000000000e+00 9.642862081527709961e-01
1.000000000000000000e+00 3.406864404678344727e-01
9.671974778175354004e-01 1.000000000000000000e+00
0.000000000000000000e+00 9.516534209251403809e-01
9.902114868164062500e-01 1.000000000000000000e+00
0.000000000000000000e+00 6.988935470581054688e-01
1.000000000000000000e+00 4.254825711250305176e-01
5.277389287948608398e-01 0.000000000000000000e+00
8.890897631645202637e-01 1.000000000000000000e+00
0.000000000000000000e+00 3.726211488246917725e-01
1.000000000000000000e+00 2.210747897624969482e-01
0.000000000000000000e+00 1.625110357999801636e-01
4.099047183990478516e-01 1.000000000000000000e+00
1.000000000000000000e+00 7.704741954803466797e-01
2.025343179702758789e-01 1.000000000000000000e+00
1.000000000000000000e+00 8.501932024955749512e-01
1.000000000000000000e+00 3.926478028297424316e-01
1.000000000000000000e+00 8.863087296485900879e-01
0.000000000000000000e+00 6.767972707748413086e-01
1.000000000000000000e+00 7.792851328849792480e-01
9.918060302734375000e-01 0.000000000000000000e+00
1.000000000000000000e+00 7.818843126296997070e-01
8.419616222381591797e-01 1.000000000000000000e+00
5.604884624481201172e-01 0.000000000000000000e+00
3.382592499256134033e-01 0.000000000000000000e+00
9.794776439666748047e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.647308349609375000e-01
0.000000000000000000e+00 6.997039318084716797e-01
0.000000000000000000e+00 1.552642434835433960e-01
1.000000000000000000e+00 9.039314985275268555e-01
8.288348317146301270e-01 1.000000000000000000e+00
8.676728010177612305e-01 0.000000000000000000e+00
